label,message,message_2
0,Its sarcasm.. .nt scarcasim,Это сарказм... не сарказм
0,Great! I have to run now so ttyl!,Большой! Я должен бежать сейчас так ттыл!
0,Feel like trying kadeem again? :V,Хочешь снова попробовать kadeem? :В
0,Dai  &lt;#&gt;  naal eruku.,Дай <#> наал эруку.
0,Not yet chikku..wat abt u?,Еще не чикку.. что с тобой?
0,Ok...,Хорошо...
0,Want to finally have lunch today?,Хочешь наконец пообедать сегодня?
0,Do you know when dad will be back?,"Ты знаешь, когда вернется папа?"
1,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?","Привет, дорогая, как ты сегодня? Я бы хотел поболтать, почему бы тебе не рассказать мне, как ты выглядишь и в чем твоя сексуальность?"
1,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,8007 БЕСПЛАТНО первую неделю! No1 Nokia тон 4 ур моб каждую неделю просто отправьте сообщение NOKIA на номер 8007 Получите сообщение и расскажите своим друзьям www.getzed.co.uk POBox 36504 W4 5WQ норма 150p/тон 16+
0,He remains a bro amongst bros,Он остается братаном среди братанов
0,R u meeting da ge at nite tmr?,Ты встречаешься с Даге в ночное время?
0,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.","* Был хороший день, и, что впечатляюще, я был благоразумен, рано ушел домой и теперь чувствую себя прекрасно. Или я просто скучный?! Когда твой, я не могу вспомнить."
0,Why de. You looking good only:-)..,Почему де. Ты хорошо выглядишь только :-)..
1,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp пїЅ1.50/msg,"Хочешь перепихнуться 2nite? Хотите, чтобы реальные места догинга отправлялись прямо на ваш мобильный? Присоединяйтесь к крупнейшей в Великобритании сети доггинга. Отправьте PARK на номер 69696 прямо сейчас! Найт. ec2a. 3лп ½1.50/мг"
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,мы пытались связаться с вами по поводу вашего ответа на наше предложение нового Nokia Fone и видеокамеры нажмите ответ или позвоните по телефону 08000930705 для доставки
0,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,Да. Они ответили на мою почту. Я пойду в офис управления позже. Плюс будет в банке позже или в среду.
0,"That's cool, I'll come by like  &lt;#&gt; ish","Круто, я зайду как <#>"
0,Super msg da:)nalla timing.,Супер msg da:) nalla сроки.
0,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?","Добрый день, мой мальчик... Как ты сегодня себя чувствуешь? Надеюсь, лучше? Ты мой хороший мальчик? Ты мой послушный, раб? Ты угождаешь своей королеве?"
0,I am 6 ft. We will be a good combination!,Я 6 футов. Мы будем хорошей комбинацией!
0,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,Я болен !! я нуждаюсь!! Я хочу тебя !! *дуется* *топает ногами* Где ты?! *дуется* *топает ногами* Я хочу свою рабыню !! Я хочу его сейчас!!
0,* Am on a train back from northampton so i'm afraid not!,"* Нахожусь в поезде обратно из Нортгемптона, так что, боюсь, нет!"
0,Where in abj are you serving. Are you staying with dad or alone.,Где в абудже вы служите. Ты остаешься с папой или одна?
0,Was playng 9 doors game and gt racing on phone lol,"Играл в 9-дверную игру и GT Racing на телефоне, лол"
1,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message","Новые мелодии на этой неделе: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. Для заказа следуйте инструкциям в следующем сообщении."
0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.","Раскрытое дело: мужчина был найден убитым <DECIMAL>. <#> После полудня. 1, Его жена позвонила в полицию. 2, Полиция допросила всех. 3. Жена: Сэр, я спала, когда произошло убийство. 4.Повар: Я готовил. 5.Садовник: Я собирал овощи. 6.Горничная: Я пошла на 2-ю почту. 7.Дети: Мы пошли 2 играть. 8. Соседка: У нас было 2 брака. Полиция немедленно арестовала убийцу. Кто это? Ответь разумно, если ты молодец."
0,I'm on da bus going home...,Я еду в автобусе домой...
0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,Мне позвонили со стационарного номера. . . Меня просят прийти к Анне Нагар. . . я пойду во второй половине дня
0,I'm okay. Chasing the dream. What's good. What are you doing next.,Я в порядке. Погоня за мечтой. Что хорошо. Что ты делаешь дальше?
0,Yupz... I've oredi booked slots 4 my weekends liao... ,Yupz... Я oredi забронировал слоты 4 на мои выходные ляо...
1,URGENT! We are trying to contact U. Todays draw shows that you have won a пїЅ800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,"СРОЧНЫЙ! Мы пытаемся связаться с U. Сегодняшний розыгрыш показывает, что вы ГАРАНТИРОВАННО выиграли приз в размере 800 фунтов стерлингов. Звоните по номеру 09050003091 со стационарного телефона. Претензия C52. Действует только 12 часов"
0,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,"Есть много моделей ..sony ericsson также дер .. <#> ..выглядит хорошо, но я забыл номер модели"
0,Okie,Оки
0,Yes I know the cheesy songs from frosty the snowman :),"Да, я знаю пошлые песенки из снеговика Фрости :)"
0,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..","Да ладно, vicky vlc через <#> минут и я отвечу тебе.."
1,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,любители спорта - получайте последние новости спорта str* 2 ur mobile 1 неделя БЕСПЛАТНО ПЛЮС БЕСПЛАТНЫЙ TONE SPORT Txt ON на 8007 www.getzed.co.uk 0870141701216+ normal 4txt/120p
0,Hey tmr meet at bugis 930 ?,"Эй, tmr, встретимся на bugis 930?"
1,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm","Срочно Срочно! У нас есть 800 БЕСПЛАТНЫХ рейсов в Европу, которые можно раздать, позвоните по номеру B4 10 сентября и возьмите с собой 4 БЕСПЛАТНЫХ рейса. Позвоните сейчас, чтобы подать заявку на 09050000555. BA128NNFWFLY150ppm"
0,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,"Все эти красивые новые рубашки, и единственное, к чему я могу их надеть, это нудистская тематика ;_; ты в мю?"
0,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,Эй сексуальные булочки! Что насчет того дня? Сегодня утром от тебя ни слова о МОЕМ... :-( ... Я думаю о тебе
0,And whenever you and i see we can still hook up too.,"И всякий раз, когда мы с тобой видимся, мы тоже можем встречаться."
0,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,"Нет, но сейчас я иду домой, а потом заправляюсь бензином, лор... Скоро пойдет дождь..."
0,Can you use foreign stamps for whatever you send them off for? ,"Можно ли использовать иностранные марки для того, за что вы их отправляете?"
1,FROM 88066 LOST пїЅ12 HELP,ОТ 88066 ПОТЕРЯН №12 ПОМОЩЬ
0,Oh baby of the house. How come you dont have any new pictures on facebook,"О, детка дома. Почему у тебя нет новых фотографий на фейсбуке?"
0,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""","Февраль <#> - день «Я ЛЮБЛЮ ТЕБЯ». Отправьте это письмо всем вашим «ЦЕННЫМ ДРУЗЬЯМ», даже мне. Если вернется число 3, я женюсь на этом человеке, которого вы любите! Если вы проигнорируете это, вы потеряете свою любовь 4 евро"""
0,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.","Привет, извините, не было сигнала. Я не видел и не слышал, и не слышал, что само по себе необычно! Я возьму дело и заставлю его разобраться! Объятия и поцелуи."
0,"Omw back to tampa from west palm, you hear what happened?","Возвращаюсь в Тампу из Уэст-Палм, слышишь, что случилось?"
0,Yup no more already... Thanx 4 printing n handing it up.,"Ага, уже нет... Спасибо, распечатал и передал."
1,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,"FreeMsg: Хотите пофлиртовать? Ответьте DATE сейчас и присоединяйтесь к самой быстрорастущей службе мобильных знакомств в Великобритании. Сообщения rcvd всего 25p, чтобы отказаться от txt остановить на 83021. Ответить ДАТА сейчас!"
0,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,"Я имею в виду, придут ли они преследовать вас, когда все закончится, или будет сказано, что вы можете смотреть столько фильмов, сколько захотите."
0,S now only i took tablets . Reaction morning only.,S теперь только я принимал таблетки. Реакция только утром.
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,Великолепное НОВОЕ предложение - ДВОЙНАЯ МИН. И ДВОЙНАЯ ПЕРЕДАЧА Txt на лучших тарифах Orange И получите новейшие телефоны с камерой 4 БЕСПЛАТНО! Звоните в MobileUpd8 бесплатно по номеру 08000839402 СЕЙЧАС! или Условия использования 2stoptxt
0,"Nah, I'm a perpetual DD","Нет, я вечный ДД"
0,Sorry de i went to shop.,"Извините, я пошел в магазин."
1,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,"Надеюсь, вам понравился ваш новый контент. отпишитесь на номер 61610, чтобы отписаться. Справка: 08712400602450p Предоставлено tones2you.co.uk"
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","Если ты милый, ты злишься на тебя, не принимай это всерьез.. Потому что злиться - это самый детский и настоящий способ показать глубокую привязанность, заботу и любовь!.. кеттода манда... Хорошего дня, да."
0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,"Эй, ты все еще хочешь пойти на йогасану? Потому что, если мы закончим в кинотеатре, тогда можем пойти искупаться и принять паровую баню"
0,Nope i'm not drivin... I neva develop da photos lei...,"Нет, я не за рулем ... Я не разрабатываю фотографии, чтобы ле..."
0,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,"Я подумываю о том, чтобы спуститься в рег для практических занятий.. Выбросил свой аванс.. Ха-ха, когда ты идешь?"
0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,"Прохладный. Моя длина <#> дюймов. надеюсь, они вам нравятся большие!"
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","Убийцей является горничная, потому что мужчину убили <#> января.. В связи с праздником все гос.учреждения закрыты, в том числе и почта..понятно?"
0,Okie.. Thanx..,Оки.. Спасибо..
1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 дней до старта Евро-2004! Вы будете в курсе всех последних новостей и результатов ежедневно. Отписаться отправить GET EURO STOP на номер 83222.
0,Go where n buy? Juz buy when we get there lar.,"Иди где купить? Juz купить, когда мы доберемся туда лар."
0,Ok lor...,"Хорошо, лор..."
0,I'm working technical support :)voice process.,Я работаю в техподдержке :) Голосовой процесс.
0,It's justbeen overa week since we broke up and already our brains are going to mush!,"Прошло чуть больше недели, как мы расстались, а у нас уже мозги в каше!"
0,"Tunde, how are you doing. This is just wishing you a great day. Abiola.","Тунде, как дела? Это просто пожелание тебе хорошего дня. Абиола."
0,Nope... C пїЅ_ then...,Неа... С пїЅ_ тогда...
0,No. But we'll do medical missions to nigeria,Нет. Но мы выполним медицинские миссии в Нигерии.
0,No i am not having not any movies in my laptop,"Нет, у меня нет фильмов на моем ноутбуке."
0,Whatsup there. Dont u want to sleep,Что там. ты не хочешь спать
1,Urgent Please call 09066612661 from landline. пїЅ5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ пїЅпїЅпїЅ,Срочно Звоните по телефону 09066612661 со стационарного телефона. • 5000 наличными или роскошный 4* Canary Islands Holiday ждут получения. Награда T&Cs SAE. 20M12AQ. 150 частей на миллион. 16+ пїЅпїЅпїЅ
1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or пїЅ1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR","Срочный! Пожалуйста, позвоните по номеру 09066612661 со своего стационарного телефона, ваш бесплатный 4* Lux Costa Del Sol Holiday или 1000 наличными ждут получения. 150 частей на миллион SAE Условия и положения Джеймс 28, EH74RR"
0,I havent lei.. Next mon can?,У меня нет лей.. Следующий пн можно?
0,Mm feeling sleepy. today itself i shall get that dear,Мм хочется спать. сегодня сам я получу эту дорогую
0,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,"Как ты смеешь тупить. Я ничего тебе не скажу. Услышьте после того, как я не буду говорить с вами:-."
0,Do пїЅ_ noe if ben is going?,"Делать пїЅ_ ное, если бен собирается?"
0,Can you do a mag meeting this avo at some point?,Можешь когда-нибудь встретиться с этим аво?
0,I meant middle left or right?,Я имел в виду средний левый или правый?
0,Really? I crashed out cuddled on my sofa.,"Действительно? Я рухнула, свернувшись калачиком на своем диване."
0,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,"Привет, Чачи пытался дозвониться до тебя, теперь не могу до тебя дозвониться. Пожалуйста, дай мне пропущенный звонок, как только uc tiz msg Kanagu"
0,"I sent you the prices and do you mean the  &lt;#&gt; g,","Я отправил вам цены, и вы имеете в виду <#> g,"
0,Are you this much buzy,Ты так занят?
0,Nothing. Can...,Ничего. Может...
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,"Я не знаю тебя, и ты не знаешь меня. Отправьте ЧАТ на номер 86688 прямо сейчас, и давайте найдем друг друга! Только 150p/сообщение rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 лет и старше."
0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,"Нет * я работаю над тем, чтобы звонить тебе, но у меня целый дом кричащих отродий, так что * я рву на себе волосы! Люблю тебя"
0,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,"Но моя семья ни за что не отвечает. Сейчас нахожусь в комнате, не пошел домой на Дивали, но мне никто не звонил и почему не пришел. Это заставляет меня чувствовать себя мертвым."
0,"Tick, tick, tick ... Babe","Тик, тик, тик… Детка"
0,R пїЅ_ going 4 today's meeting?,R пїЅ_ собирается 4 сегодняшняя встреча?
0,K da:)how many page you want?,К да :) сколько страниц ты хочешь?
0,Ya had just now.onion roast.,Я только что ел жареный лук.
0,Send his number and give reply tomorrow morning for why you said that to him like that ok,"Отправьте его номер и дайте ответ завтра утром, почему вы так ему сказали, хорошо"
0,You said not now. No problem. When you can. Let me know.,Ты сказал не сейчас. Без проблем. Когда ты можешь. Дайте мне знать.
0,Ok but tell me half an hr b4 u come i need 2 prepare.,"Хорошо, но скажи мне, что через полчаса b4 ты приходишь, мне нужно 2 подготовиться."
0,Play w computer? Aiyah i tok 2 u lor?,"Играть с компьютером? Алия, я взял 2 тебя, лор?"
0,Sat right? Okay thanks... ,Сел правильно? Хорошо спасибо...
0,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with","Дерп. Что хуже, чувак, который всегда хочет веселиться, или чувак, который подает жалобу на трех наркоманов, с которыми он живет."
0,Ok Chinese food on its way. When I get fat you're paying for my lipo.,"Хорошо, китайская еда уже в пути. Когда я растолстею, ты заплатишь за мою липосакцию."
0,We r outside already.,Мы уже снаружи.
0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,"Удачной поездки. Берегись . Помни, когда ты вернешься, мы должны решить насчет Пасхи."
0,Yo we are watching a movie on netflix,"Эй, мы смотрим фильм на netflix"
0,What time. IпїЅпїЅпїЅm out until prob 3 or so,Сколько времени. Я выбыл до проб 3 или около того
0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...","Может мда? Я думаю, что некоторые будут конфликтовать... Действительно, ах, я не возражаю... Я не видел, чтобы похудел... Ну и дела..."
0,I dont thnk its a wrong calling between us,"Я не думаю, что это неправильное призвание между нами."
0,I am not sure about night menu. . . I know only about noon menu,Я не уверен насчет ночного меню. . . Я знаю только о дневном меню
0,ARR birthday today:) i wish him to get more oscar.,Сегодня день рождения ARR:) желаю ему побольше оскара.
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","Скажи это медленно.? БОГ, Я ЛЮБЛЮ ТЕБЯ И ТЫ МНЕ НУЖЕН, ОЧИСТИ МОЕ СЕРДЦЕ СВОЕЙ КРОВЬЮ. Отправь это Десяти особенным людям и завтра, сделай это, пожалуйста, пожалуйста, сделай это ..."
0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!","Откройте ребтел с помощью firefox. Когда он загрузится, просто поставьте знак плюса вместо имени пользователя, и он покажет вам два числа. Нижнее число - это мой номер. Как только вы выберете этот номер, пин-код будет отображаться нормально!"
0, and  picking them up from various points,и собирая их с разных точек
1,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,Замужние местные женщины ищут незаметных действий прямо сейчас! 5 реальных совпадений мгновенно на ваш телефон. Текст MATCH на номер 69969 Стоимость сообщения 150p 2 стопа txt stop BCMSFWC1N3XX
0,Wow v v impressed. Have funs shopping!,Вау впечатлил. Получайте удовольствие от покупок!
0,I am on the way to ur home,я на пути к твоему дому
1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,"Burger King - Хочешь поиграть на лучшем стадионе? Получите 2 Burger King до 1 сентября, выберите Large или Super с Coca-Cola и выйдите победителем"
0,No problem. Talk to you later,Без проблем. Поговорим позже
0,Then ur sis how?,Тогда как?
0,Still in customer place,Все еще на месте клиента
1,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,"Почему ребенку, который боится темноты, требуется так мало времени, чтобы стать подростком, который хочет не гулять всю ночь?"
0,"Dude u knw also telugu..thts gud..k, gud nyt..","Чувак, ты знаешь также телугу..thts gud..k, gud nyt.."
0,We confirm eating at esplanade?,"Мы подтверждаем, что ели на эспланаде?"
0,Send me your id and password,Пришлите мне свой идентификатор и пароль
0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,"Вроде. Отнес в гараж. Центральная часть выхлопа нуждается в замене. Часть приказала взять его, чтобы починить утром."
1,"For ur chance to win a пїЅ250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.","Чтобы получить шанс выиграть €250 наличными каждую неделю, отправьте TXT: ACTION на номер 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/нед."
0,Well I might not come then...,Ну может я и не приду...
0,Long after I quit. I get on only like 5 minutes a day as it is.,"Долго после того, как я бросил. Я получаю только как 5 минут в день, как это."
0,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,"Тогда это, скорее всего, называется Mittelschmerz. Погугли это. Если у вас нет парацетамола, не волнуйтесь, он пройдет."
0,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,"Ну, сейчас мне нужно встать и проверить сегодняшние распродажи в стиме/пописать, так что напиши мне, когда захочешь, чтобы я пришел за тобой."
0,"Just arrived, see you in a couple days &lt;3","Только что приехал, увидимся через пару дней <3"
0,"K, wat s tht incident?","К, что за инцидент?"
0,Yeah get the unlimited,"Да, получите безлимит"
0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,"Тогда я думаю, что она в восторге.. Все еще есть заключение и содержание, стр. и ссылки.. Я буду делать содержание, стр. и обложку, стр.."
0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?","Забыл, что мне нужно 3 года, чтобы принять душ, извините. Где ты/твой телефон еще не сдох?"
0,пїЅпїЅ got wat to buy tell us then пїЅ_ no need to come in again.,«есть что купить скажите когда» нет необходимости заходить еще раз.
0,When you are big..| God will bring success.,Когда ты большой..| Бог принесет успех.
1,UпїЅЫЄve Bin Awarded пїЅ50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min пїЅ50-пїЅ500. OptOut 08718727870,UpїЅЫЄve Bin получил 50 фунтов стерлингов за игру 4 Instant Cash. Позвоните 08715203028 Для претензии. КАЖДЫЙ 9-й игрок выигрывает мин. €50-х500. Отказ 08718727870
0,"пїЅпїЅ_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""
0""","«Мы останемся здесь еще на неделю, вернемся в следующую среду. Как мы выступили в регби в эти выходные? Привет и и , с тобой скоро \""
0"""
0,Not from this campus. Are you in the library?,Не из этого кампуса. Ты в библиотеке?
0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow","В показаниях под присягой указано <#> E Twiggs St, Division g, зал суда <#>, <TIME> AM. Я еще раз проверю и напишу тебе завтра"
0,How will I creep on you now? ;_;,Как я теперь к тебе подкрадусь? ;_;
0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,"Расскажите своим друзьям, что вы планируете делать в День святого Валентина @ <URL>"
0,If I get there before you after your ten billion calls and texts so help me god,"Если я доберусь туда раньше тебя после твоих десяти миллиардов звонков и сообщений, так что помоги мне, Боже."
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,"Чистота дружбы между двумя заключается не в том, чтобы улыбаться после прочтения пересланного сообщения, а в том, чтобы улыбаться, просто увидев имя. Гуд Эвнг Мустху"
0,I've told him that i've returned it. That should i re order it.,"Я сказал ему, что вернул его. Это я должен повторно заказать его."
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..","Убийцей является горничная, потому что мужчина был убит <#> января.. В связи с государственным праздником все гос.учреждения закрыты, в том числе почта.."
0,Depends on where u going lor.,"Зависит от того, куда ты идешь, лор."
0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,"И улыбнись мне прямо сейчас, когда ты уйдешь, и мир будет удивляться, чему ты улыбаешься, и думать, что ты сумасшедший, и держаться от тебя подальше ... *ухмыляется*"
1,FreeMsg>FAV XMAS TONES!Reply REAL,FreeMsg> FAV XMAS TONES! Ответить РЕАЛЬНО
0,Lil fever:) now fine:),Лил лихорадка :) теперь хорошо :)
0,I think it's all still in my car,"Я думаю, что все еще в моей машине"
0,Can a not?,Может нет?
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,Только декабрь! Был ли ваш мобильный 11 месяцев +? Вы имеете право бесплатно обновиться до последней версии мобильного телефона с цветной камерой! Позвоните в компанию Mobile Update БЕСПЛАТНО по телефону 08002986906.
0,Yes princess! I want to catch you with my big strong hands...,Да принцесса! Я хочу поймать тебя своими большими сильными руками...
0,Oh yeah I forgot. U can only take 2 out shopping at once.,"Ах да, я забыл. Вы можете брать только 2 магазина одновременно."
0,Mm so you asked me not to call radio,"Мм, так ты просил меня не звонить на радио"
0,Thinkin about someone is all good. No drugs for that,Думать о ком-то все хорошо. Нет наркотиков для этого
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","Скажи это медленно.? БОГ, Я ЛЮБЛЮ ТЕБЯ И ТЫ МНЕ НУЖЕН, ОЧИСТИ МОЕ СЕРДЦЕ СВОЕЙ КРОВЬЮ. Отправь это Десяти особенным людям и завтра, сделай это, пожалуйста, пожалуйста, сделай это ..."
0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..","Наслаждайтесь ливнями собственничества, которые изливают на вас ваши близкие, потому что в этом мире лжи это золотой подарок - быть любимым по-настоящему.."
0,"Alright if you're sure, let me know when you're leaving","Хорошо, если ты уверен, дай мне знать, когда уйдешь."
0,Some are lasting as much as 2 hours. You might get lucky.,Некоторые длятся целых 2 часа. Вам может повезти.
0,Genius what's up. How your brother. Pls send his number to my skype.,"Гениально, что случилось. Как твой брат. Пожалуйста, пришлите его номер на мой скайп."
1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p","Gr8 Polytones 4 ВСЕ мобы направляют 2u rply с POLY TITLE на 8007, например, POLY BREATHE1 Заголовки: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,"Думаю, некоторые из них находят WTC слишком далеко... Вейи не пойдёт... Остальное, я пока не знаю... Р, ты пойдёшь на 4 ужина, может быть, я смогу присоединиться..."
0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,"Не забывай, кому ты принадлежишь и чьей ты частной собственностью... И будь всегда моим хорошим мальчиком.. *страстный поцелуй*"
1,INTERFLORA - пїЅпїЅIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,"ИНТЕРФЛОРА - «Еще не поздно заказать цветы Интерфлоры к Рождеству, позвоните по телефону 0800 505060, чтобы оформить заказ до полуночи завтрашнего дня."
0,Oh god..taken the teeth?is it paining,О боже..забрали зубы?это больно
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,"ROMCAPspam Все вокруг должны хорошо реагировать на ваше присутствие, ведь вы такой теплый и общительный. Вы приносите настоящее дуновение солнца."
0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,"Тогда ты спрашиваешь Даррена, иди и забери тебя, лор..."
0,No need to buy lunch for me.. I eat maggi mee..,Не нужно покупать обед для меня.. Я ем maggi mee..
1,"Congratulations - Thanks to a good friend U have WON the пїЅ2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","Поздравляем! Благодаря хорошему другу вы ВЫИГРАЛИ рождественский приз в размере 2000 фунтов стерлингов. 2 претензии легко, просто позвоните 08712103738 СЕЙЧАС! Всего 10р за минуту. BT-национальный курс"
0,Ok lor...,"Хорошо, лор..."
